date,ticker,vix,fed_funds
2024-01-01,AAPL,13.10665097791405,5.314647537610672
2024-01-02,AAPL,12.742656540729877,5.317336672135017
2024-01-03,AAPL,13.005314459262138,5.320636622394593
2024-01-04,AAPL,13.334512109999062,5.3410244360232
2024-01-05,AAPL,12.65164979397022,5.353551104711919
2024-01-08,AAPL,12.195886966568409,5.358904170599161
2024-01-09,AAPL,12.240631107676958,5.380853713967455
2024-01-10,AAPL,12.129946200356704,5.363022268152612
2024-01-11,AAPL,12.124065795230203,5.353425995161365
2024-01-12,AAPL,11.82550042057945,5.339527356040283
2024-01-15,AAPL,12.13328971178144,5.333680208992946
2024-01-16,AAPL,12.405516889181571,5.313029916779602
2024-01-17,AAPL,12.428627633327999,5.322557180981818
2024-01-18,AAPL,12.82316205576681,5.3192238405253365
2024-01-19,AAPL,12.986790325555026,5.297161746107796
2024-01-22,AAPL,12.686037963545893,5.281928059889683
2024-01-23,AAPL,12.815100737974767,5.286630767601436
2024-01-24,AAPL,12.479491827684617,5.299202666119852
2024-01-25,AAPL,12.786949433142162,5.329153629495228
2024-01-26,AAPL,12.769475364296973,5.372861566485338
2024-01-29,AAPL,12.704773537056132,5.379077707984479
2024-01-30,AAPL,12.466448196514753,5.364234636184
2024-01-31,AAPL,12.894337665050664,5.332253941973031
2024-02-01,AAPL,12.840252346326583,5.336269613908188
2024-02-02,AAPL,12.690337608569495,5.324075497478534
2024-02-05,AAPL,12.567090865898615,5.317845138575838
2024-02-06,AAPL,12.753399080842287,5.3086636865899415
2024-02-07,AAPL,12.881304503369714,5.306551823293695
2024-02-08,AAPL,13.025760917428311,5.32254152675551
2024-02-09,AAPL,13.176548268481069,5.3248972552671905
2024-02-12,AAPL,13.92612492878573,5.32251773271161
2024-02-13,AAPL,13.783879673051116,5.306982926419223
2024-02-14,AAPL,13.604594717876077,5.281862682248657
2024-02-15,AAPL,13.31977426298932,5.274568063612557
2024-02-16,AAPL,13.535367060890744,5.273761325350282
2024-02-19,AAPL,13.930507363343056,5.300280274053981
2024-02-20,AAPL,13.89062575316385,5.302234391876074
2024-02-21,AAPL,13.596570986226965,5.31697548454142
2024-02-22,AAPL,13.30800256073503,5.309486050563333
2024-02-23,AAPL,13.535710036473676,5.2917118940670775
2024-02-26,AAPL,13.79584899639488,5.277235142633591
2024-02-27,AAPL,13.9859529903017,5.266356751665556
2024-02-28,AAPL,13.753024592750656,5.298283797652083
2024-02-29,AAPL,13.834281055824007,5.2859629974637174
2024-03-01,AAPL,13.875121089023263,5.298540335519762
2024-03-04,AAPL,13.951662097878417,5.284996427848457
2024-03-05,AAPL,14.256662170160283,5.29897002304157
2024-03-06,AAPL,14.334920612231421,5.3047442875331585
2024-03-07,AAPL,14.572540359306586,5.302394719068287
2024-03-08,AAPL,14.596193033627697,5.301783281176256
2024-03-11,AAPL,14.697384823169191,5.291961465744815
2024-03-12,AAPL,14.918335702212682,5.298652548767046
2024-03-13,AAPL,14.408331165263197,5.291827796561934
2024-03-14,AAPL,14.296446239538142,5.2734437101054255
2024-03-15,AAPL,14.131815810535663,5.254274646490631
2024-03-18,AAPL,13.908208563650494,5.256863465256463
2024-03-19,AAPL,13.811908775721156,5.28054983410262
2024-03-20,AAPL,14.335138234653193,5.282949708306221
2024-03-21,AAPL,14.032097344160558,5.281170133414573
2024-03-22,AAPL,14.370994768267577,5.285457525508611
2024-03-25,AAPL,13.781990348202045,5.305047551634213
2024-03-26,AAPL,13.664780587707025,5.308338289154671
2024-03-27,AAPL,13.721744160493776,5.302174380692165
2024-03-28,AAPL,13.926921976469522,5.318768711343063
2024-03-29,AAPL,14.175851279397023,5.325200057919988
2024-04-01,AAPL,14.453522811716997,5.348236397799927
2024-04-02,AAPL,14.331469036430043,5.350984914358256
2024-04-03,AAPL,14.169645908997445,5.3326178788824485
2024-04-04,AAPL,14.469937467437449,5.312095490893764
2024-04-05,AAPL,14.402980953728884,5.336859409877232
2024-04-08,AAPL,13.95649074056061,5.362714395688982
2024-04-09,AAPL,13.559840215659392,5.360021607489743
2024-04-10,AAPL,13.238031915558828,5.354273797672703
2024-04-11,AAPL,13.412038175977646,5.376195462056336
2024-04-12,AAPL,13.461887183602343,5.3595897768256835
2024-04-15,AAPL,13.703557057526062,5.346168871541346
2024-04-16,AAPL,13.554018631308276,5.3558187734616824
2024-04-17,AAPL,13.609507523185126,5.349899696618788
2024-04-18,AAPL,13.828464161073693,5.349822868617987
2024-04-19,AAPL,13.72019287217161,5.34737122514012
2024-04-22,AAPL,13.880064205316703,5.352434843372103
2024-04-23,AAPL,13.648390125943376,5.373547071291809
2024-04-24,AAPL,13.521321279645601,5.374905844895335
2024-04-25,AAPL,13.387713016746186,5.384564926794488
2024-04-26,AAPL,12.969169140790022,5.353812345279023
2024-04-29,AAPL,13.139609509064975,5.3530815692500715
2024-04-30,AAPL,12.975318689994022,5.340433115195678
2024-05-01,AAPL,12.979691631548713,5.3221509192893235
2024-05-02,AAPL,13.14795296216578,5.308978633785393
2024-05-03,AAPL,13.304238873776262,5.30396678217488
2024-05-06,AAPL,13.537123661916736,5.31770532031022
2024-05-07,AAPL,13.502653742338438,5.297809429544127
2024-05-08,AAPL,13.354499333122984,5.298268901933043
2024-05-09,AAPL,13.326597959305746,5.291006360433039
2024-05-10,AAPL,12.736030907420433,5.28609126401761
2024-05-13,AAPL,12.229541542072354,5.301132631397179
2024-05-14,AAPL,11.766596677748312,5.309204362952238
2024-05-15,AAPL,11.417560288087794,5.329265334563879
2024-05-16,AAPL,11.557481267440997,5.3269477493751305
2024-05-17,AAPL,11.240563598064975,5.31650861020007
2024-05-20,AAPL,11.10820670415119,5.313150727946863
2024-05-21,AAPL,11.562936608376312,5.316788179815931
2024-05-22,AAPL,11.438244218504813,5.319436780192737
2024-05-23,AAPL,11.696374667468293,5.303170959109236
2024-05-24,AAPL,11.369608479464837,5.304528305833654
2024-05-27,AAPL,11.297705334211166,5.307951730785738
2024-05-28,AAPL,10.965197614992462,5.345713841348747
2024-05-29,AAPL,10.846536038427265,5.3738665105179715
2024-05-30,AAPL,11.140643886537354,5.361067860259589
2024-05-31,AAPL,10.536081738420032,5.356757109836352
